"","b_City_Midwest","b_City_South","b_City_Northeast","b_Age_GenZ","b_Age_Millenials","b_Age_Older","b_Inc_Mid","b_Inc_High","b_Hel","b_Vdc","b_Edc_MoreBachelor","b_Gen_NonMale","b_Chl_Yes","b_Ngh_NonUrban","tau_fewer","tau_same"
"b_City_Midwest",0.0141484910372738,0.00382260993301251,0.00375053066641454,-0.000477113138822424,2.01430321194602e-05,0.000270844117398985,0.000587663179255542,0.000570586811820723,0.000113027635824192,-5.95027996339434e-05,-0.000307898756175087,9.77426917689962e-05,0.00025585678388559,-0.000470653463645583,0.00410655929466765,0.00402874917475364
"b_City_South",0.00382260993301251,0.0115550229350167,0.00386796525518624,-3.54429811265493e-05,0.000183497838040946,-7.16040373123466e-05,0.000538297977249994,2.63410014882171e-05,-0.000112477702778122,2.65958506906674e-05,-0.000420353445816392,-4.27719016149294e-05,-5.73839713234437e-05,1.68583723340785e-05,0.00363062881830355,0.0036121886414443
"b_City_Northeast",0.00375053066641454,0.00386796525518624,0.0124039052912073,-0.00030282257503405,9.46999617850036e-05,-0.000773365131284661,0.000348714147673859,0.000348534275078653,-0.000188284433825746,-1.90372141136134e-05,-0.000394849019283112,7.37021031964004e-05,-0.000263426284461897,0.000905698705156892,0.00400215842914394,0.00385440863084273
"b_Age_GenZ",-0.000477113138822424,-3.54429811265493e-05,-0.00030282257503405,0.026220726314905,0.00563960287261536,0.00566046243737624,0.000973129703082274,0.00216150794656103,0.000289650370815943,9.64878468020894e-05,0.00448690258471878,-0.00108254252826401,0.000714028683394725,-0.00045912771973367,0.0100596408413735,0.0106799979085432
"b_Age_Millenials",2.01430321194602e-05,0.000183497838040946,9.46999617850036e-05,0.00563960287261536,0.00914856101137879,0.00515756698650947,0.000456606935477652,0.00159648727319186,4.95517513430457e-05,-4.98585014086974e-05,-1.45759721050983e-05,-0.000137396538821171,0.000745451302546461,0.000426596278066457,0.00669488644744908,0.00686104421703999
"b_Age_Older",0.000270844117398985,-7.16040373123466e-05,-0.000773365131284661,0.00566046243737624,0.00515756698650947,0.0179094824374884,0.000258297428488294,-0.000145127991180904,-0.000146918326929916,0.000158276284979051,0.000542773940668139,8.05046586560585e-05,0.00298674675281818,-0.00121354721900224,0.00631825489518402,0.00623935288088216
"b_Inc_Mid",0.000587663179255542,0.000538297977249994,0.000348714147673859,0.000973129703082274,0.000456606935477652,0.000258297428488294,0.0160778437418598,0.0119166082159804,-0.000110592654357269,-0.000232035716106449,-0.00291598580261729,0.000549649884150103,-0.000836109619830633,0.000206964857155449,0.00955302437392736,0.0093352619403672
"b_Inc_High",0.000570586811820723,2.63410014882171e-05,0.000348534275078653,0.00216150794656103,0.00159648727319186,-0.000145127991180904,0.0119166082159804,0.0165541961933571,-9.85146413217148e-05,-0.000413791810692009,-0.00454212932511297,0.000460704065404115,-0.00103842108009617,8.15047882135755e-05,0.00945588501867532,0.00894583245240091
"b_Hel",0.000113027635824192,-0.000112477702778122,-0.000188284433825746,0.000289650370815943,4.95517513430457e-05,-0.000146918326929916,-0.000110592654357269,-9.85146413217148e-05,0.00193081082323245,-0.000209789544204906,-4.04485321728311e-05,-0.000347811945457972,-4.07132587535319e-05,0.000226535458593797,0.00228696945967417,0.0021195620590562
"b_Vdc",-5.95027996339434e-05,2.65958506906674e-05,-1.90372141136134e-05,9.64878468020894e-05,-4.98585014086974e-05,0.000158276284979051,-0.000232035716106449,-0.000413791810692009,-0.000209789544204906,0.00143677783842231,-0.0003154398802268,-3.88969682567593e-05,-0.000213509555738631,7.20794027323335e-05,1.96798330672903e-05,9.26855978269369e-05
"b_Edc_MoreBachelor",-0.000307898756175087,-0.000420353445816392,-0.000394849019283112,0.00448690258471878,-1.45759721050983e-05,0.000542773940668139,-0.00291598580261729,-0.00454212932511297,-4.04485321728311e-05,-0.0003154398802268,0.0114467559344983,0.000257250903903581,0.000192803527004772,0.000202161469615136,0.00583683944554126,0.00546180980556633
"b_Gen_NonMale",9.77426917689962e-05,-4.27719016149294e-05,7.37021031964004e-05,-0.00108254252826401,-0.000137396538821171,8.05046586560585e-05,0.000549649884150103,0.000460704065404115,-0.000347811945457972,-3.88969682567593e-05,0.000257250903903581,0.00694494781006134,0.00098007109777837,-0.000406222072830845,0.0034510911703861,0.00344152643576181
"b_Chl_Yes",0.00025585678388559,-5.73839713234437e-05,-0.000263426284461897,0.000714028683394725,0.000745451302546461,0.00298674675281818,-0.000836109619830633,-0.00103842108009617,-4.07132587535319e-05,-0.000213509555738631,0.000192803527004772,0.00098007109777837,0.00743724323335892,0.000269355743218202,0.00399974099199231,0.00433748003340202
"b_Ngh_NonUrban",-0.000470653463645583,1.68583723340785e-05,0.000905698705156892,-0.00045912771973367,0.000426596278066457,-0.00121354721900224,0.000206964857155449,8.15047882135755e-05,0.000226535458593797,7.20794027323335e-05,0.000202161469615136,-0.000406222072830845,0.000269355743218202,0.00725405432806633,0.00507704275761558,0.00473127813757519
"tau_fewer",0.00410655929466765,0.00363062881830355,0.00400215842914394,0.0100596408413735,0.00669488644744908,0.00631825489518402,0.00955302437392736,0.00945588501867532,0.00228696945967417,1.96798330672903e-05,0.00583683944554126,0.0034510911703861,0.00399974099199231,0.00507704275761558,0.0312632547106777,0.0292665959242897
"tau_same",0.00402874917475364,0.0036121886414443,0.00385440863084273,0.0106799979085432,0.00686104421703999,0.00623935288088216,0.0093352619403672,0.00894583245240091,0.0021195620590562,9.26855978269369e-05,0.00546180980556633,0.00344152643576181,0.00433748003340202,0.00473127813757519,0.0292665959242897,0.0302282052240707
